,cluster,format_,text
8581,4.0,0,Thanks. https://t.co/OJ0mbxv1uc
8582,8.0,0,"""@JayRHaw: @realDonaldTrump was right. @RandPaul wont last. Even Paul knew it. Thats why he's still running for his Senate seat  #Trump2016"""
8583,8.0,0,"""@JoyCardinShow: Latest @MULawPoll finds @ScottWalker at 37 percent approval, @realDonaldTrump leading GOP in #Wisconsin."
8584,0.0,0,"""@Margaretweber48: @realDonaldTrump Rand Paul put the nail in his coffin when he bashed Ted Cruz. Bye, bye Rand!"""
8585,14.0,0,"""@WMikeW: It's hard to get through corrupt media filter but Trump is doing it. Check out 9/30/15 @donlemon int'view https://t.co/MR6U8qtrbk"""
8586,10.0,0,"Just got back from New Hampshire. Great crowd, great people! Will be back soon!"
8587,8.0,0,"""@sternbutgreg: @realDonaldTrump is pulling away from the pack. I live in Iowa. It's real."" Thank you!"
8588,10.0,0,"""@TIMENOUT: @CNN @donlemon congratulations Don that was a great interview @realDonaldTrump"""
8589,10.0,0,"""@CFT1: .@realDonaldTrump Great interview on @CNN @donlemon @CNNTonight #MakeAmericaGreatAgain #Trump2016 #TRUMP"""
8590,10.0,0,"""@angeloftruth11: @realDonaldTrump great interview with @donlemon. Thank you."
8591,9.0,0,"""@AnnieClarkCole: How can anyone vote for Hillary when she careless with emails that jeopardize our security. She is not to be trusted."""
8592,8.0,0,"""@jaycatalyst1: @realDonaldTrump Univision execs are hypocrites.They dish out the most discrimination. You should highlight that point."""
8593,14.0,0,"""@Hashtag1USA: I just watched D Trumps interview on @CNN i get more impressed everytime i hear him speak! @realDonaldTrump #Trump2016-Thanks"
8594,6.0,0,"""Trump’s Tax Plan: A Proposal Reagan Would Approve?"" by Jeff Bell
  http://t.co/KmPeSwvslr"
8595,2.0,0,I will be interviewed by @donlemon tonight on @CNN at 10PM.
8596,6.0,0,"Interesting, polls on who won the GOP debate. http://t.co/iB6NGQsg5v"
8597,6.0,0,"Wow, so nice! Thank you Wayne Allyn Root. http://t.co/dZuLHDZSoI"
8598,10.0,0,Great news! Just out--the highly respected USA Today/Suffolk University Poll. Enjoy! https://t.co/11pDloDTHV
8599,6.0,0,"Anyone reading this profile of Marco Rubio would never vote for him. Never made ten cents & is totally controlled!
http://t.co/KA0LvfFJfM"
8600,12.0,0,Highly respected economist @Larry_Kudlow is a big fan of my tax plan—thank you Larry. http://t.co/VT8Y7c8PSn
8601,0.0,0,Rubio is totally owned by the lobbyists and special interests. A lightweight senator with the worst voting record in Senate. Lazy!
8602,3.0,0,"""@kissmeandrocco: @realDonaldTrump who ever thinks Donald trump is a bad person u just don't want a good country"" Thank you."
8603,14.0,0,"Just read that ""Trump"" has the largest (and I add most enthusiastic) crowds. Tonight I will be in New Hampshire - the place will be packed!"
8604,0.0,0,"I watched lightweight Senator  Marco Rubio, who is all talk and no action, defend his WEAK position on illegal immigration. Pathetic!"
8605,10.0,0,Great! https://t.co/Je440dDZbs
8606,0.0,0,"Carl Icahn said this about me:  ""I think at this moment in time, he’s the only candidate that speaks out about the country’s problems."""
8607,7.0,0,"Definitely watch @Carl_C_Icahn ‘s ‘Danger Ahead’. Very insightful, particularly on how corp inversions hurt America: http://t.co/PJN89SwvTF"
8608,0.0,0,I hope when Rand Paul gets out of the race—he is at 1%--his supporters come over to me. I will do a much better job for them.
8609,0.0,0,Prediction: Rand Paul has been driven out of the race by my statements about him-- he will announce soon. 1%!
8610,14.0,0,"""@polina6: @realDonaldTrump MAN WITH A PLAN-THE BEST TAX PLAN! GO TRUMP 2016!"""
8611,0.0,0,Do you believe this - Iran wants to trade our 3 prisoners (not 4) for 19 prisoners held by the U.S. Should have been let go with last deal!
8612,7.0,0,"Wow, the ratings for @60Minutes last night were their biggest in a year--- very nice!"
8613,3.0,0,"""The GOP Debate Scorecard: Donald Trump and Energy""  by Wayne Allyn Root. http://t.co/MmFJeGRNf8"
8614,6.0,0,Zogby Poll: Trump Widens Lead After GOP Debate  http://t.co/YAZyKwVxNJ
8615,6.0,0,Conservative? Jeb Bush doubled Florida State debt!http://t.co/kDOyCqwuqI
8616,0.0,0,Will be doing @OutFrontCNN with @ErinBurnett tonight at 7 pm re: tax reductions and various other topics.
8617,4.0,0,Thanks. http://t.co/SXUUL7l8vp https://t.co/FbNl1G5Awg
8618,8.0,0,"""@SpurrellJulie  First time in my life I wish I was an American citizen so I could vote for @realDonaldTrump !!"""
8619,6.0,0,I know you will enjoy reading my tax plan- http://t.co/FxtUQNXEFH #MakeAmericaGreatAgain
8620,11.0,0,"LIVE on #Periscope: Tax Plan Press Conference
#Trump2016  https://t.co/DQQS5d9R3O"
8621,0.0,0,Looking forward to press conference on taxes at 11AM at @TrumpTowerNY.
8622,8.0,0,"""@ReversingASD: @60Minutes notice how your twits about @realDonaldTrump are the most RT!  We the American ppl love and want #Trump2016 !"""
8623,14.0,0,"""@fanodale: @60Minutes @realDonaldTrump watched 60 mins first time ever. Love Trump hate Scotty"""
8624,10.0,0,"""@JodiL792: @DefendingtheUSA @america_trump @60Minutes Thats exactly what I thought. We haven't had great leader since Reagan&now Trump"""
8625,14.0,0,"""@yang_karl: All Scott Pelley did by being disrespectful was make it easier to make up my mind who to vote for and that will be Trump."""
8626,8.0,0,"""@AdiosLiberty: @60Minutes @realDonaldTrump @ScottPelley Haven't seen that much hatred in an interviewer since the 1st debate. #trump2016"""
8627,8.0,0,"""@JennaLeeUSA: When asked why he has his own magazine covers on his walls - @realDonaldTrump replies: ""It's cheaper than wall paper..."" Ha!"
8628,14.0,0,"""@SkyeShepard: Trump went way up in my 'poll' when he said he'd take money from what US is giving 2 other countries 2 save social security"""
8629,14.0,0,"""@Apipwhisperer: @MarkPavelich @gentlemanirish @60Minutes  EXCELLENT WATCHING PUTIN'S BRILLIANCE AND TRUMP'S. @CBS I LOVED THE INTERVIEWS."""
8630,6.0,0,"""@greta: . @realDonaldTrump announces his tax plan tomorrow morning http://t.co/bQ0Xjs63XH"""
8631,14.0,0,"""@Rketeltas: @realDonaldTrump While the former KGB Putin gets softballs, Trump gets the Matt Harvey fastball and hits it out of the park."""
8632,10.0,0,"""@midwestcaucus:  @60Minutes Great interview,Trump ruled. Great response 2 Trade War claim. All anyone has 2 do is look at foreign tariffs"
8633,14.0,0,"""@MeOnAJourney @realDonaldTrump Imagine that, an American president standing up for the American people! Go Trump Go! #Trump2016"""
8634,14.0,0,"""@truthshallbe: @60Minutes @realDonaldTrump Been watching!!! Brilliant Mr. Trump, he is so Awesome!! And real."""
8635,2.0,0,Hope we all enjoy  @60Minutes tomorrow night. I do believe they will treat me fairly!
8636,14.0,0,"""@Incazzato2015: @realDonaldTrump Time for real change, TRUMP 16"""
8637,14.0,0,"""@JokerzWild_: @realDonaldTrump @TheIntellect111 Trump will win, I know it."""
8638,14.0,0,"""@itsblakec: @realDonaldTrump we are tired of lies. Trump 2016"""
8639,6.0,0,"""@FreeStateYank: Ex-wife Ivana Trump says @realDonaldTrump can win, likely WILL win, and will be a great President. http://t.co/kI1xij3v6w"""
8640,14.0,0,"""@TheIntellect111: @realDonaldTrump Mr Trump Please Do not give in.You are Changing History. We Need you as our Next Leader, Its Your Time"""
8641,7.0,0,"Marco Rubio is a member of the Gang Of Eight or, very weak on stopping illegal immigration. Only changed when poll numbers crashed."
8642,6.0,0,"""@Karentalk: @RogerJStoneJr  @megynkelly Fiorina is not surging..she is begging for money..and she owns this. http://t.co/kOkyNtWkeE"""
8643,10.0,0,"""@taurus82409: @CBS @60Minutes Look forward to it, Donald. You are doing Great! Please keep up the fight, many of us are behind you 100%!!"
8644,7.0,0,"Lightweight Senator Marco Rubio is VERY weak on immigration, knows nothing about finance and would be incapable of making great trade deals!"
8645,10.0,0,"""@realDonaldTrump: I will be on @cbs @60minutes this Sunday. A great honor-- hope you enjoy it."""
8646,14.0,0,"""@Vote_Trump:  Think about it. When's the last time a Prez actually did what he said? TRUMP does what he says. Will Be Greatest Prez Ever"""
8647,0.0,0,An updated POLL tracker (with all polls thru the weekend) reveals I maintained a double digit lead at… https://t.co/FGxhzluIJA
8648,0.0,0,Just left Oklahoma--- the most amazing crowd and people! What a night!
8649,4.0,0,Thank you @FrankLuntz  https://t.co/gpJBNXKV3e
8650,10.0,0,I will be on @cbs @60minutes this Sunday. A great honor-- hope you enjoy it.
8651,3.0,0,".@THR ""The Donald Trump Ratings Bump: Who's Benefiting Most?"" http://t.co/uNdO1kRfus"
8652,6.0,0,.@TheHill- Trump on Boehner resignation: 'It's a good thing' http://t.co/flB93n4FoK
8653,0.0,0,.....Has worst attendance record in Senate- rarely there to vote on a bill! @marcorubio
8654,0.0,0,.@MarcoRubio is weak on illegal immigration and will allow anyone into the country.....
8655,0.0,0,"Dishonest @politico just called to say that none of the polls including Fox, NBC, CNN, Zogby, & Morning Consult matter. Serious haters."
8656,6.0,0,At the Old Post Office- http://t.co/8Rs1fbcAIz
8657,10.0,0,I am now inspecting the Old Post Office on Pennsylvania Avenue - will be a great hotel. Soon off to the Oklahoma State Fair!
8658,0.0,0,.....Ahead of schedule and under budget! Will be in Oklahoma tonight!
8659,10.0,0,Great reception in D.C. At the Values Voter Summit. Now checking on my job at the Old Post Office...
8660,14.0,0,"""@Rketeltas:  @JoeMarzocco Waiting for the biased media to write about the 30,000 Carly fired as a failed CEO. America is for Trump!"""
8661,7.0,0,".@megynkelly, the @FoxNews   poll said very plainly I came in second in the debate. All others, Time, Drudge, Slate etc. said I came in 1st."
8662,6.0,0,"""@JoeMarzocco: @realDonaldTrump They attack Trump for not giving policy http://t.co/oEnDff1jkD is the most important detail, he WINS."""
8663,14.0,0,"""@yayala19:  @marcorubio WHAT THE LOBBYISTS, THE MEDIA AND CAREER POLITICIANS WILL DO NEXT TO TRY TO STOP TRUMP? SILENT MAJORITY IS BACK"""
8664,0.0,0,"Just watched @marcorubio on television. Just another all talk, no action, politician. Truly doesn't have a clue! Worst voting record in Sen."
8665,14.0,0,"""@yayala19: @politico WHEN THE OTHER CANDIDATES ARE TALKING POLITICS TRUMP IS TALKING SOLUTIONS. HE IS THE MOST TALENTED CANDIDATE."""
8666,6.0,0,"Wow, a really nice lead in New Hampshire--- an increase since my last poll! http://t.co/Cr0OOd5Loi"
8667,0.0,0,"The failing @politico news outlet, which I hear is losing lots of money, is really dishonest!"
8668,0.0,0,".@politico, which is not read or respected by many, may be the most dishonest of the media outlets--- and that is saying something."
8669,0.0,0,Dishonest @nytimes reporter Jonathan Martin refused to acknowledge massive crowd surge forward… https://t.co/9Emtq4NdbZ
8670,14.0,0,Bloomberg: Trump leads GOP field https://t.co/kWqWeRzIkl
8671,0.0,0,"Despite the establishment and the media’s best efforts, the people are speaking loudly and clearly. Thank you to my amazing supporters!"
8672,6.0,0,New Bloomberg Poll: Trump Leads Big http://t.co/Eu0rMDbUPW
8673,0.0,0,So happy about my daughter @IvankaTrump’s announcement that she will be having a baby this spring. Congratulations!
8674,0.0,0,Will be on @Morning_Joe at 6:30 A.M.
8675,0.0,0,Will be on @CNN at 7:00 A.M.
8676,0.0,0,.@FoxNews owes me an apology for allowing clueless pundit @RichLowry to use such foul language on TV. Unheard of!
8677,0.0,0,Incompetent @RichLowry lost it tonight on @FoxNews. He should not be allowed on TV and the FCC should fine him!
8678,6.0,0,Wow! What a great night. Thank you to all of the viewers and congratulations to @StephenAtHome http://t.co/5rq2iMpHx6 @colbertlateshow
8679,7.0,0,.@FoxNews has been treating me very unfairly & I have therefore decided that I won't be doing any more Fox shows for the foreseeable future.
8680,10.0,0,"Yogi Berra was not only a great baseball player, he was a great guy. Yogi will be missed. https://t.co/bC9pIOnmEh"
8681,14.0,0,"Headline reads"" Rubio passes Bush in Florida poll"" -- Unfair, because Trump destroys them both! Trump 31.5%, Rubio 19.2%, Bush 11.3%"
8682,10.0,0,".@JuliInkster  Congratulations on your great win--what a captain, what a champion!"
8683,14.0,0,"""@Mark60644:  @megynkelly still cannot figure out this massive base of support for Trump is because he is anti- politician. #Trump2016"""
8684,2.0,0,I will be doing @colbertlateshow at 11:30 on CBS. Enjoy! http://t.co/VDzpYct3Aq
8685,0.0,0,I will be the featured guest on the season opener of  @60Minutes this Sunday. There certainly is plenty to talk about!
8686,9.0,0,"Just remember, the birther movement was started by Hillary Clinton in 2008. She was all in!"
8687,0.0,0,"I think @megynkelly should take another eleven day ""unscheduled"" vacation."
8688,0.0,0,Do you ever notice that lightweight @megynkelly constantly goes after me but when I hit back it is totally  sexist. She is highly overrated!
8689,0.0,0,"Senator Marco ""amnesty"" Rubio, who has worst voting record in Senate, just hit me on national security-but I said don't go into Iraq. VISION"
8690,6.0,0,I will be on the @colbertlateshow tonight at 11:30 http://t.co/BnCG1XqvcW
8691,0.0,0,Yom Kippur blessings to all of my friends in Israel and around the world. #YomKippur
8692,6.0,0,"Morning Consult poll: ""Trump Leads""  http://t.co/61LFN0pfSw"
8693,0.0,0,"2016 Republican Primary Morning Consult Poll was just released. TRUMP 32, CARSON 12, BUSH 11, FIORINA 6, RUBIO 5, CRUZ 5. Taken after debate"
8694,8.0,0,"""@JimShellenback: @realDonaldTrump @EdwardChelednik @FoxNews I steer away from Fox now. Never thought that would happen."""
8695,8.0,0,"""@HuskerPower811: @celestefick @realDonaldTrump Have you listened to his plans for Vets when he takes office? They're Incredible!!"""
8696,14.0,0,"""@BradANGSA:  Trump is the only candidate telling the truth... the GOP is planning to stab Trump in the back... https://t.co/xhqhUVXrsx"""
8697,8.0,0,"""@IgnatiusGReilly: @charlescwcooke @realDonaldTrump @FoxNews will you cry when Marco Amnesty loses nomination?"""
8698,11.0,0,"""@MiriamRoseMc:  #TRUMp2016 would be the best for the country, jobs, trade and taxes - all others are status quo #MakeAmericaGreatAgain"""
8699,8.0,0,"""@JimClarkFarrier: @Rockprincess818 @LeahR77 @realDonaldTrump is the only one who can get us out of this mess!""  True!"
8700,14.0,0,"""@glendabelle_11: @FoxNews Fox has become a supporter of Liberals!They are Not supporting the GOP candidates-especially Trump! Quit watching"
8701,1.0,0,"""@EdwardChelednik: @realDonaldTrump @FoxNews Hey Donald your not alone. I can't watch it at all. Used to be all i watched."
8702,8.0,0,"""@bobby990r_1: @MediaBiasAlert  @megynkelly @realDonaldTrump is fighting for middle class and veterans! Discussing trade deals."""
8703,0.0,0,"""@VickyBrush:  Do what most of us are doing! Turn off @FoxNews! There is a major boycott going on with them, anyway. Problem solved!"
8704,8.0,0,"""@wallen_jeanine: @realDonaldTrump I can only watch Hannity. I think he is the only one in your corner"""
8705,3.0,0,"""@AngelaTribble: @realDonaldTrump WE LOVE YOU DONALD TRUMP BECAUSE WE KNOW YOU ARE THE ONLY ONE TO #MakeAmericaGreatAgain"" Thanks."
8706,0.0,0,"""@JodiL792:  @FoxNews I have been since you started running & I noticed Meghan Kelly's attacks. Stopped watching. Only Hannity 4 sure."" Yes!"
8707,0.0,0,"""@ethansimmons111: @AllRepublicans @Ecsullie @RagingCynicism @FoxNews @oreillyfactor @KarlRove Karl Rove is a JOKE OWNED BY the BUSH family"""
8708,8.0,0,"""@madscape: @realDonaldTrump @FoxNews and millions will agree with you! Most of us on twitter now view OAN network"""
8709,8.0,0,"""@seleti00: @realDonaldTrump @FoxNews They attack you more then CNN or MSNBC combined. Just a bunch of old Bush appointee Rhinos."""
8710,0.0,0,"""@TheMindWave:  @FoxNews Im not sure why u r giving them this much importance, they had wanted to take u down in debate and they failed!!"""
8711,14.0,0,"""@joeoh89: @seanhannity  @realDonaldTrump What happened to The Pledge? Walker quits and slams Trump. Losers proving Pledge was sham."""
8712,14.0,0,"""@PhyllisA: @Hopeisalive66 @jdanielmoore @theblaze @megynkelly @realDonaldTrump that's ok! The more they talk the better POTUS Trump looks!"""
8713,8.0,0,"""@waynearmstron10: @realDonaldTrump you must be relentless and maintain energy, and respond as you have been. It's a marathon.""  True."
8714,8.0,0,"""@ellenEspence: @marklevinshow Thank you for maintaining your integrity during this disgusting lynching of @realDonaldTrump""  Thanks Mark!"
8715,0.0,0,.@RichLowry is truly one of the dumbest of the talking  heads - he doesn't have a clue!
8716,0.0,0,I am having a really hard time watching @FoxNews.
8717,8.0,0,"""@john_dipaolo: @realDonaldTrump will get out disaffected Repub base voters as well as Democrats looking for a real choice on immigration."
8718,8.0,0,"""@diannrr: @megynkelly Do you dream about @realDonaldTrump? He's in your head. Let it go."" She is the worst - all anti-Trump! Terrible show."
8719,8.0,0,"""@Rbbrkhd: @realDonaldTrump @oreillyfactor  @FoxNews The way you have treated @realDonaldTrump is totally unacceptable...CNN has been fair"""
8720,1.0,0,"""@blewthebigone: @realDonaldTrump Can't even think what the race would be without you in it."""
8721,14.0,0,"""@tammyhorne19: @realDonaldTrump @oreillyfactor love you trump"""
8722,0.0,0,"""@coolgirl6978:  @oreillyfactor @FoxNews this is bull fox. O'Reilly, I expect better from you. What is going on? Fair and balanced my ass"""
8723,0.0,0,"""@bewhatjesuswas: @oreillyfactor @FoxNews You dominate not because of them-but despite them;They need you more than you need them"""
8724,8.0,0,"""@Patrick92299179: @realDonaldTrump @oreillyfactor Couldn't agree more!"""
8725,14.0,0,"""@RagingCynicism: @realDonaldTrump @oreillyfactor they're not Trump haters. They're spoon fed morons."""
8726,14.0,0,".@oreillyfactor, why don't you have some knowledgeable talking heads on your show for a change instead of the same old Trump haters. Boring!"
8727,7.0,0,.@oreillyfactor was very negative to me in refusing to to post the great polls that came out today including NBC. @FoxNews not good for me!
8728,14.0,0,"""@alivelutheran: @TODAYshow touts CNN polls instead of their own!! Of course, the NBC one shows him much higher. Trump corrects them!"
8729,6.0,0,Via HuffPost Pollster #1 http://t.co/IXCbCtDUIp
8730,2.0,0,I will be interviewed tonight at 7pm ET by @greta #OnTheRecord
8731,7.0,0,I got to know @ScottWalker well—he’s a very nice person and has a great future.
8732,4.0,0,Thank you Dan--I agree! Best wishes. https://t.co/DAEomTNoMq
8733,8.0,0,"""@JudgeMoroz  Zogby is respected in the business of polling ~ the media is attempting to silence the message @realDonaldTrump"""
8734,6.0,0,#AskTrump @TwitterNYC http://t.co/hJHO1Rk06y
8735,6.0,0,I had a great time at @TwitterNYC #AskTrump http://t.co/RfWQdDPB33
8736,6.0,0,I just wrapped up a Q&A @TwitterNYC. Thanks for all your questions! #AskTrump http://t.co/zpbcRHfxy6
8737,6.0,0,.@_Just_Mads_ #asktrump http://t.co/zElKKmMjTU
8738,6.0,0,.@MarieLeff #asktrump http://t.co/ufCLFKeFrN
8739,6.0,0,.@joycefinance #asktrump http://t.co/P8CwErG0lt
8740,6.0,0,.@Modern_Do_Good #asktrump http://t.co/I7AaH7AVRw
8741,6.0,0,.@ARealSuperMan #asktrump http://t.co/x2j6yiaBzU
8742,6.0,0,.@HighSock_Sunday #asktrump http://t.co/qVakUzXZAb
8743,6.0,0,.@KyleStephens30 #asktrump http://t.co/gjudtw87K7
8744,6.0,0,.@EliseChristine #asktrump http://t.co/KV1NPNYJTC
8745,6.0,0,.@MarketMavensInc #asktrump http://t.co/6uShpC3BM2
8746,6.0,0,.@dixierhilton #asktrump http://t.co/dbK8jckT5s
8747,6.0,0,#AskTrump Getting ready to answer your questions. http://t.co/MiSqyasjhu
8748,6.0,0,Has the media picked up the new Zogby poll that was just put out? I doubt it! http://t.co/YAZyKwVxNJ
8749,4.0,0,Jeb has been confused for forty years- https://t.co/MoqjlnwryJ
8750,6.0,0,Carly Fiorina is terrible at business--the last thing our country needs! http://t.co/n7lO0llhK8
8751,0.0,0,#AskTrump Send me your questions to answer live from @TwitterNYC later this afternoon.
8752,6.0,0,"New Zogby poll— highly respected— but the media won’t report it because it gives me an even bigger lead!
   
  http://t.co/YAZyKwVxNJ"
8753,14.0,0,"""@alivelutheran: @TODAYshow touts CNN polls instead of their own!! Of course, the NBC one shows him much higher. Trump corrects them!"
8754,8.0,0,"""@linley4067_jane: @realDonaldTrump @foxandfriends Fox is using you for ratings. They want u out of the race. Refuse."""
8755,8.0,0,"""@mickelsenkyle: @TODAYshow could you make your interview with @realDonaldTrump any more biased or... #TrumpForPresident"""
8756,10.0,0,"""@talsept58: @realDonaldTrump @foxandfriends You are great!!"""
8757,9.0,0,"""@Dis_labeledVet: @realDonaldTrump here is a Clinton insider who admitted Hillary started the whole Obama's a Muslim https://t.co/UqkW16u3Kz"
8758,8.0,0,"""@JohnSte38475254: @realDonaldTrump @FoxNews  ...Why is Fox being so hard on u? I don't get it...are they idiots?"""
8759,8.0,0,"""@nunyabus1: @realdonaldtrump @foxandfriends you go trumpy, don't back down""  I won't."
8760,0.0,0,"""@TheBrodyFile: On the Muslim issue: It might help @BarackObama if he actually supported Christians religious liberty rights."
8761,0.0,0,"""@TheBrodyFile: On the Muslim issue: It might help @BarackObama if he didn't take five years to visit Israel"""
8762,8.0,0,"""@PaulkDebra: @TODAYshow @realDonaldTrump I totally support you! You have this Ga. Girl's vote!!!"""
8763,0.0,0,"""@MNTwisterChaser: Thanks @SavannahGuthrie and @NBCNews for showing us how lopsided you are! Use your own poll! #trainwreck #Trump2016"
8764,0.0,0,The @TODAYshow refused to use their just in poll numbers where I have a massive lead but instead used @CNN numbers where my lead is smaller.
8765,2.0,0,Will be on @foxandfriends  now. Enjoy!
8766,5.0,0,"""@SaijoSaijo75: @realDonaldTrump thank you for your personal and financial sacrifices to make america great again!"""
8767,0.0,0,"Carly Fiorina did such a horrible job at Lucent and HP, virtually destroying both companies, that she never got another CEO job offer! Pres."
8768,5.0,0,"We are going to WIN and MAKE AMERICA GREAT AGAIN, maybe better than ever before!"
8769,0.0,0,"I am attracting the biggest crowds, by far, and the best poll numbers, also by far.   Much of the media is totally dishonest. So sad!"
8770,12.0,0,"I have been leading big in all  polls, with two more today, @nbc and @CNN. The NBC poll is more than double next,  at 29%. Fiorina has 11%."
8771,0.0,0,There is no way that Carly  Fiorina can become the Republican Nominee or win against the Dems. Boxer killed her for Senate in California!
8772,0.0,0,"I will be on @meetthepress at 10:30. @nbc will be releasing their new poll numbers. Based on the debate results, I should do well-who knows?"
8773,3.0,0,"""@LeghanLiptak712: CNN tried to destroy Donald Trump with vaccine autism question, but he gave this AMAZING response http://t.co/nQttFpyzaC"""
8774,3.0,0,"""@MoeHoward86: THE best interview thus far...keep it up Trump! Donald Trump: ""Enough With the Nice!"" https://t.co/3sOY0pTCNB via @YouTube"""
8775,10.0,0,Thank you Faith and Freedom Forum & @UrbandaleSchool. I had a great time in Iowa today! http://t.co/PeEEHTVtC8
8776,10.0,0,A great night in Iowa! https://t.co/vfCRhwTkTU
8777,11.0,0,#MakeAmericaGreatAgain #Trump2016 http://t.co/O5v9oX3pyd
8778,0.0,0,On my way to Iowa. Will be landing in Des Moines in two hours. See ya!
8779,10.0,0,"Christians need support in our country (and around the world), their religious liberty is at stake! Obama has been horrible, I will be great"
8780,0.0,0,"If I would have challenged the man, the media would have accused me of interfering with that man's right of free speech. A no win situation!"
8781,0.0,0,"If someone made a nasty or controversial statement about me to the president, do you really think he would come to my rescue? No chance!"
8782,0.0,0,This is the first time in my life that I have caused controversy by NOT saying something.
8783,0.0,0,Am I morally obligated to defend the president every time somebody says something bad or controversial about him? I don't think so!
8784,6.0,0,Looking forward to meeting the students of Urbandale High School tomorrow- http://t.co/Urj3Tic2e3
8785,0.0,0,I’ve just released my position papers on The Second Amendment. https://t.co/ssFXVGWTIP
8786,4.0,0,Thank you.  https://t.co/G4CLmowE4U
8787,14.0,0,"GIVE AMERICA BACK ITS DREAM!  
  -- Donald J. Trump"
8788,6.0,0,"Wow, great post-debate poll: ""Trump Increases Lead"" via Breitbart  http://t.co/B3yJk2lJ8I"
8789,0.0,0,Would be really bad if columnist Mike Lupica left the @NYDailyNews.  A wonderful and talented guy!
8790,2.0,0,Will be interviewed tonight by @seanhannity on @FoxNews at 10 PM. Enjoy!
8791,12.0,0,Going to New Hampshire in a little while. Big crowds! #MakeAmericaGreatAgain!
8792,0.0,0,"Every poll done on debate last night, from Drudge to Newsmax to Time Magazine, had me winning in a landslide. #MakeAmericaGreatAgain!"
8793,0.0,0,"Just announced that in the history of @CNN, last night’s debate was its highest rated ever. Will they send me flowers & a thank you note?"
8794,6.0,0,#CNNDebate http://t.co/0r8fc2zzvY
8795,6.0,0,#CNNDebate http://t.co/X4m9WfewX2
8796,6.0,0,The #CNNDebate was amazing --- so much fun! http://t.co/tj3Cnqp3PU
8797,6.0,0,#CNNDebate Winning the @drudge_report poll- http://t.co/fokcASBVuN
8798,0.0,0,"Thank you to Tom Brady, Coach Ditka, Coach Bobby Knight and all of the many champions that have been so supportive!"
8799,10.0,0,A great honor from somebody that knows how to win! https://t.co/syJH9OT0zX
8800,0.0,0,"Will be heading over to the debate soon. Can you believe @CNN is ""milking"" it for almost 3 hours? Too long, too many people on stage!"
8801,14.0,0,"""@onesoldiersmom: @seanhannity @MarkSteynOnline  No one can imitate Trump. He's one of a kind. I love him more each day. #Trump2016""  Thanks"
8802,7.0,0,"""@skulls2001: We are a Cuban family from Miami Florida and would love very much to work on your political campaing here in Miami."" Great."
8803,6.0,0,"""@PMgeezer: Only 15 percent of @GOP voters said they would not back @realDonaldTrump as the party’s standard-bearer. http://t.co/hqt7WXTepm"""
8804,8.0,0,"""@chriscoxb2b: @realDonaldTrump - Donald...keep pushing...the nation needs a real leader."""
8805,1.0,0,"""@almy23841665: @DlSCORD @realDonaldTrump More Veterans will vote for Trump than you can believe! I can't imagine they wouldn't!"
8806,14.0,0,"""@97Musick: @AC360 @CNN The ""sold to lobbyists"" candidates are wasting their money. ON the BORDER and IMMIGRATION, Trump WILL win."""
8807,12.0,0,"I hope Arnold S. does well with the Apprentice because he is a nice guy and also, because I get a big percentage of the profits!"
8808,10.0,0,"Just finished the wonderful event on the U.S.S. Iowa. VETERANS FOR A STRONG AMERICA endorsed me. Such a great honor, thank you!"
8809,12.0,0,".@rushlimbaugh Rush, I am in LA inspecting property (big job creator) & listening to you. You are truly fantastic--thanks!"
8810,0.0,0,The polls are really looking good—#1 everywhere despite all lobbyist & special interest $ being spent against me. I’m turning down millions.
8811,0.0,0,Everyone is talking about the incredible event we had in Dallas last night. Spectacular crowd & arena! Thank you @mcuban.
8812,12.0,0,.@club4growth asked me for $1 million. I said no. Now falsely advertising that I will raise taxes. I’ll lower big league for middle class.
8813,0.0,0,"My plan will lower taxes for our country, not raise them. Phony @club4growth says I will raise taxes—just another lie."
8814,0.0,0,"Little respected Club For Growth asked me for $1,000,000 - I said ""NO"". Now they are spending lobbyist and special interest money on ads!"
8815,10.0,0,Am now in L.A. Will be going to the U.S.S. IOWA at 5:30 P.M. to speak to our great VETERANS and other friends!
8816,0.0,0,Our vets are treated like 3rd class citizens. Enough! Join me & @V4SA on @USSIOWA at LA Waterfront to hear my plan for vets & the military!
8817,0.0,0,Loved Dallas and the tremendous crowd last night. Will be back!
8818,6.0,0,"I will rebuild the military, take care of vets and make the world respect the US again! Join me today. Info: http://t.co/oiPQsJt7fh"
8819,12.0,0,Speech in Dallas went really well. Big and wonderful crowd. Just arrived in L.A. Big day tomorrow!
8820,4.0,0,Unbelievable crowd in Dallas! https://t.co/9HNgVyBJEz
8821,6.0,0,"Vets mistreated, NO border security? I’m with @V4SA this Tuesday 9/15 to #MakeAmericasMilitaryGreatAgain! Join us! http://t.co/oiPQsJt7fh"
8822,6.0,0,The event with me and @V4SA in L.A on 9/15 is turning out to be huge. Get your tickets before they're gone http://t.co/oiPQsJt7fh
8823,6.0,0,Looking forward to joining @V4SA Tuesday 9/15 in L.A. aboard the @USSIowa - The Battleship of Presidents! Join us! http://t.co/oiPQsJt7fh
8824,12.0,0,My opponents big bosses--lobbyists and donors--are trying to do damage. They will fail! Money down the drain!
8825,4.0,0,"Thanks Mark, will be fun. https://t.co/hzlkPLebET"
